respondent_id,role,class_name,submitted_at,S0.1,S0.2,S0.3,S0.4,S1.1,S1.1__freetext,S1.2,S1.3,S1.4,S1.5,S1.6,S2.1,S2.2,S2.3,S2.4,S2.4__freetext,S2.5,S3.1,S3.2,S3.3,S3.4,S3.5,S3.6,S3.7,S4.1,S4.2,S4.3,S4.4,S4.5,S5.1,S5.2,S5.3,S5.4,S5.5,S6.1,S6.2,S6.3,S6.4,S7.1,S7.2,S7.3
S169,student,2IHIF,2026-05-05T13:14:04.2066667,10. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT,,Nein,Mehrmals pro Woche,Prüfungsvorbereitung|Programmieren und Fehlersuche im Code|Texte schreiben oder verbessern,Laptop,3,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Programmierunterricht,,"Es soll deine Kenntnisse wissen können, bevor es dir einen Text gibt, dass man kaum verstehen kann als Beginner","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Sich an mein Lerntempo und meinen Wissensstand anpassen",Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",1,Beides wäre hilfreich,,3,1,2,4,2,Personalisiertes Lerntempo,3,1,Manchmal,1,4,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",Dass es im Chat zu persönlich wird,Des Lernens,
S170,student,2IHIF,2026-05-05T13:14:28.5500000,10. Schulstufe,Informatik,3,"Ja, regelmäßig",Google Gemini|ChatGPT,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen",Tablet,2,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Um Texte zu verbessern oder Feedback zu bekommen|Beim Programmieren (Fehler finden, Code verstehen)",Hauptsächlich zu Hause,Programmierunterricht,,"anonymity
",Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Quellen und weiterführende Links anbieten,Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,2,2,4,2,2,Bessere Erklärungen als im Lehrbuch|Individuelles Feedback auf meine Aufgaben,1,1,Manchmal,1,1,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",öffentlich bzw. lehrer können mitlesen,zusammenfassen von lernmaterial,
S171,student,2IHIF,2026-05-05T13:14:29.2900000,10. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini|DeepL,,Nein,Mehrmals pro Woche,Programmieren und Fehlersuche im Code|Prüfungsvorbereitung,Laptop,2,Seltener,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zum eigenständigen Vertiefen über den Unterricht hinaus",Hauptsächlich zu Hause,Programmierunterricht|Angewandte Mathematik,,"Anonymität, Diskretion",Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen,Schritt-für-Schritt-Anleitungen,Die komplette Lösung zeigen und erklären,4,Beides wäre hilfreich,,2,3,2,1,4,Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen,1,1,Manchmal,1,1,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend","Öffentlich bzw. Lehrer können lesen, 
Fehleranfällig",Zusammenfassen von Lernmaterialien,"Es sollte nich zum mitlesen sein, auch nicht wenn der Lehrer nicht weiss wer es geschrieben hat."
S172,student,2IHIF,2026-05-05T13:15:42.6400000,10. Schulstufe,Informatik,4,"Ja, regelmäßig",Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Desktop-PC,3,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht,,"sachen gut erklären mit beispiele die meine themen entsprechen, logisches denken, sich meine sachen merken","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Schritt-für-Schritt-Anleitungen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,Beides wäre hilfreich,"mehr context zu die themen die ich lerne, nicht schwer genug aufgaben",3,2,3,4,3,"Personalisiertes Lerntempo|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben",3,3,Manchmal,1,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Nein, mir reicht eine gute Antwort",unreliable,besser probleme lösen und viele topics in kurzer zeit lernen,
S173,student,2IHIF,2026-05-05T13:15:59.2866667,10. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT,,Nein,Seltener,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Prüfungsvorbereitung",Laptop,1,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Physik,,ERKLAEREN,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten","Kurze, knappe Antworten","Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",3,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,4,1,3,4,3,"Personalisiertes Lerntempo|Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,3,Selten,1,3,4,"Finde ich gut, das hilft beim Lernen",Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",private daten brauchen,fortschritt beim programmieren,nein
S174,student,2IHIF,2026-05-05T13:16:01.3066667,10. Schulstufe,Informatik,4,"Nein, noch nie",,Ianis Pavel Emanuel AI,Weiß nicht (z.B. Eltern zahlen),Nie,"Erklärungen zu Themen, die ich nicht verstehe",Desktop-PC,1,Täglich,Um Texte zu verbessern oder Feedback zu bekommen,Hauptsächlich zu Hause,,Sport,Use it easily,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Schritt-für-Schritt-Anleitungen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",3,"Ja, vereinfachte Sprache wäre hilfreich",,3,1,4,1,2,Motivation und Abwechslung beim Lernen,,,,,,,,,,,,
S175,student,2IHIF,2026-05-05T13:17:48.2866667,10. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code",Smartphone,2,Mehrmals pro Woche,"Um Texte zu verbessern oder Feedback zu bekommen|Beim Programmieren (Fehler finden, Code verstehen)|Bei Hausübungen, wenn ich nicht weiterkomme",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Deutsch,,z.B meine Notizen besser verbessern. besser mit visual/graphics dinge ,Meine Texte oder meinen Code korrigieren und Rückmeldung geben,Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",3,"Ja, vereinfachte Sprache wäre hilfreich",,3,3,3,2,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben",2,3,Manchmal,2,3,4,Ist mir egal,Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",Dumme KI wie Gemini,Es kennt was ich will,
S176,student,2IHIF,2026-05-05T13:17:52.2966667,10. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT,Claude,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,3,Täglich,"Beim Programmieren (Fehler finden, Code verstehen)|Zum eigenständigen Vertiefen über den Unterricht hinaus|Zur Vorbereitung auf Tests und Schularbeiten",Beides gleichermaßen,Deutsch|Physik|Programmierunterricht,,"Logisches Denken, auf mich spezialisiert sein, usw.
Aber ein welt-berühmtes AI ist sicherlich besser als was auch immer die Schule programmieren kann","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,Beides wäre hilfreich,Selbstbewusstsein,4,3,4,3,4,"Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben",3,3,Manchmal,3,1,1,Ist mir egal,Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Unanpassungsfähig,AI ist weniger emotional (pro und con),
S177,student,3AHITM,2026-05-05T08:16:22.8966667,11. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Perplexity|DeepL|GitHub Copilot|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code",Laptop,3,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten",Hauptsächlich zu Hause,Deutsch|Programmierunterricht,,unlimited Uploads,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Das hängt vom Thema ab — ich möchte wählen können,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",3,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,1,3,2,2,3,Motivation und Abwechslung beim Lernen|Individuelles Feedback auf meine Aufgaben|Gezielte Vorbereitung auf Prüfungen,4,2,Nie,1,1,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Weiterleiten der gesammelten Daten an die Schule,erleichterung ,nein
S178,student,3AHITM,2026-05-05T08:16:56.4333333,11. Schulstufe,Informatik,3,"Ja, regelmäßig",Claude Code|ChatGPT|Google Gemini|Perplexity|Microsoft Copilot|GitHub Copilot,,Nein,Täglich,Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code,Laptop,4,Seltener,"Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Weiß ich noch nicht,Angewandte Mathematik|Programmierunterricht,,Alles bzw unendlich viele token,Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Zusammenfassungen von Unterrichtsmaterial erstellen,Schritt-für-Schritt-Anleitungen,Die komplette Lösung zeigen und erklären,4,"Nein, Deutsch reicht völlig",,2,2,3,2,3,Gezielte Vorbereitung auf Prüfungen,4,4,Manchmal,1,1,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",Unvollständige Antworten,Bessere Erklärung des Gefragten,
S179,student,3AHITM,2026-05-05T08:17:50.7966667,11. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|Claude Code,,Nein,Täglich,"Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code|Erklärungen zu Themen, die ich nicht verstehe",Laptop,3,Etwa einmal pro Woche,Zur Vorbereitung auf Tests und Schularbeiten,Beides gleichermaßen,Angewandte Mathematik|Deutsch|Programmierunterricht,,richtig sein,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären",Schritt-für-Schritt-Anleitungen,Die komplette Lösung zeigen und erklären,4,"Nein, Deutsch reicht völlig",,1,3,3,3,4,Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,4,4,Nie,1,1,1,Nur wenn ich vorher informiert werde,Für keinen Zweck — meine Chats sollen privat bleiben,Ich würde die Quellen ohnehin nicht überprüfen,falsche antworten,testvorbereitung,
S180,student,3AHITM,2026-05-05T08:18:52.6133333,11. Schulstufe,Informatik,4,"Ja, regelmäßig",Google Gemini|Claude Code|Claude Cowork,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,2,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht|Englisch,,Ausführlichere Erklärungen zu bestimmten Themen,"Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",3,"Nein, Deutsch reicht völlig",,3,3,4,3,4,"Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",3,3,Selten,1,3,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",Keine ausführlichen Erklärungen,Themen außerhalb des Unterrichts besser und schneller zu verstehen,
S181,student,3AHITM,2026-05-05T08:19:15.1866667,11. Schulstufe,Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT|Claude Code|Google Gemini,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Smartphone,2,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht,Medientechnik,"Vielleicht, dass er kein zeitlich begrenztes Nutzungslimit hat","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,"Nein, Deutsch reicht völlig",,3,2,3,4,3,"Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,4,Meistens,1,1,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Meine Daten an Dritte weiterzugeben.,Beim Verstehen und Umsetzen des Stoffes egal von welchem Fach.,
S182,student,3AHITM,2026-05-05T08:19:19.2066667,11. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|GitHub Copilot|Claude Code|Claude Cowork,,Nein,Mehrmals pro Woche,"Programmieren und Fehlersuche im Code|Prüfungsvorbereitung|Erklärungen zu Themen, die ich nicht verstehe",Laptop,2,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Texte zu verbessern oder Feedback zu bekommen",Beides gleichermaßen,Deutsch,,"Mehr von Thema wissen und richtige Antworten zurückgeben, die auch wirklich weiter helfen",Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Sich an mein Lerntempo und meinen Wissensstand anpassen,"Kurze, knappe Antworten","Einen Hinweis geben, der mich in die richtige Richtung lenkt",3,Beides wäre hilfreich,,3,2,2,2,2,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben",3,2,Selten,1,1,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",zu lange Antworten,besseres Lernen,
S183,student,3AHITM,2026-05-05T08:19:47.2900000,11. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Prüfungsvorbereitung",Smartphone,2,Gar nicht,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht,,Prompt Verständnis ,"Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Mit Bildern und Diagrammen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,Beides wäre hilfreich,Mehr gratis Prompts,2,1,4,2,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",2,2,Manchmal,3,3,3,Ist mir egal,Um häufige Missverständnisse zu erkennen,"Nein, mir reicht eine gute Antwort",Völlige Weitergabe der BenutzerDaten und Chats,Erklärungen die es verständlich machen. Besser als manche Lehrpersonen,Ein Tutor würde nur Sinn ergeben wenn er andere Ki-Services outperformed was er wahrscheinlich nicht machen wird!
S184,student,3AHITM,2026-05-05T08:20:03.2233333,11. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|Google Gemini|Claude Code,,Nein,Etwa einmal pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,2,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Hauptsächlich im Unterricht,Programmierunterricht|Angewandte Mathematik,,Besser erklären,"Stoff Schritt für Schritt erklären|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,Beides wäre hilfreich,,2,3,3,4,2,Personalisiertes Lerntempo|Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen,2,2,Manchmal,1,2,3,Nur wenn ich vorher informiert werde,Um häufige Missverständnisse zu erkennen|Um den Unterricht besser an unsere Fragen anzupassen,"Wäre nett, aber nicht entscheidend",Chats mit Namen und persönlichen Daten ohne Einwilligung zu teilen.,Zum Lernen / Vorbereiten auf Prüfungen / Tests.,
